Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Apical Junction	3/200	1.875111e-01	2.402485e-01	0	0	2.049997e+00	3.431525e+00	CLDN5;RAC2;PFN1
MSigDB_Hallmark_2020	Xenobiotic Metabolism	3/200	1.875111e-01	2.402485e-01	0	0	2.049997e+00	3.431525e+00	SLC6A6;GSR;NDRG2
MSigDB_Hallmark_2020	Glycolysis	3/200	1.875111e-01	2.402485e-01	0	0	2.049997e+00	3.431525e+00	MDH1;TALDO1;ALDOA
MSigDB_Hallmark_2020	p53 Pathway	3/200	1.875111e-01	2.402485e-01	0	0	2.049997e+00	3.431525e+00	TSC22D1;CTSD;TM4SF1
MSigDB_Hallmark_2020	Allograft Rejection	3/200	1.875111e-01	2.402485e-01	0	0	2.049997e+00	3.431525e+00	LY86;FCGR2B;CTSS
MSigDB_Hallmark_2020	Angiogenesis	1/36	2.361930e-01	2.934519e-01	0	0	3.825483e+00	5.520577e+00	PGLYRP1
MSigDB_Hallmark_2020	Apical Surface	1/44	2.806318e-01	3.384090e-01	0	0	3.112508e+00	3.955100e+00	HSPB1
MSigDB_Hallmark_2020	UV Response Dn	2/144	2.911834e-01	3.411005e-01	0	0	1.888378e+00	2.329885e+00	ID1;PLPP3
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	2/200	4.402537e-01	5.014000e-01	0	0	1.350443e+00	1.107909e+00	TSC22D1;PLPP3
MSigDB_Hallmark_2020	Unfolded Protein Response	1/113	5.714653e-01	6.332454e-01	0	0	1.190818e+00	6.663240e-01	SLC7A5
MSigDB_Hallmark_2020	G2-M Checkpoint	1/200	7.775586e-01	7.775586e-01	0	0	6.672552e-01	1.678789e-01	SLC7A5
MSigDB_Hallmark_2020	E2F Targets	1/200	7.775586e-01	7.775586e-01	0	0	6.672552e-01	1.678789e-01	HMGB2
MSigDB_Hallmark_2020	Inflammatory Response	1/200	7.775586e-01	7.775586e-01	0	0	6.672552e-01	1.678789e-01	CD48
MSigDB_Hallmark_2020	KRAS Signaling Dn	1/200	7.775586e-01	7.775586e-01	0	0	6.672552e-01	1.678789e-01	IGFBP2
