Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Allograft Rejection	6/200	9.356274e-03	2.693759e-02	0	0	3.508790e+00	1.639204e+01	SRGN;LY86;FCGR2B;B2M;CTSS;PF4
MSigDB_Hallmark_2020	UV Response Dn	5/144	9.620568e-03	2.693759e-02	0	0	4.068883e+00	1.889529e+01	PDGFRB;NRP1;SDC2;ID1;PLPP3
MSigDB_Hallmark_2020	Androgen Response	4/100	1.250263e-02	3.281941e-02	0	0	4.696429e+00	2.057889e+01	TSC22D1;DBI;B2M;PLPP1
MSigDB_Hallmark_2020	Cholesterol Homeostasis	3/74	2.875747e-02	7.104787e-02	0	0	4.741517e+00	1.682697e+01	GPX8;CLU;LGMN
MSigDB_Hallmark_2020	Estrogen Response Late	5/200	3.419506e-02	7.180962e-02	0	0	2.892131e+00	9.762891e+00	SLC7A5;TSPAN13;CKB;COX6C;NBL1
MSigDB_Hallmark_2020	Interferon Gamma Response	5/200	3.419506e-02	7.180962e-02	0	0	2.892131e+00	9.762891e+00	IFITM3;ARL4A;IFITM2;IFI27;B2M
MSigDB_Hallmark_2020	p53 Pathway	5/200	3.419506e-02	7.180962e-02	0	0	2.892131e+00	9.762891e+00	LDHB;TSC22D1;CD81;CTSD;TM4SF1
MSigDB_Hallmark_2020	Protein Secretion	3/96	5.507442e-02	1.101488e-01	0	0	3.615836e+00	1.048256e+01	CD63;SGMS1;CTSC
MSigDB_Hallmark_2020	TGF-beta Signaling	2/54	8.427270e-02	1.608842e-01	0	0	4.295741e+00	1.062636e+01	ID1;ID3
MSigDB_Hallmark_2020	Estrogen Response Early	4/200	1.052574e-01	1.768324e-01	0	0	2.288630e+00	5.152499e+00	SLC7A5;OLFML3;SLC2A1;NBL1
MSigDB_Hallmark_2020	Inflammatory Response	4/200	1.052574e-01	1.768324e-01	0	0	2.288630e+00	5.152499e+00	IFITM1;CYBB;CD48;EMP3
MSigDB_Hallmark_2020	Xenobiotic Metabolism	4/200	1.052574e-01	1.768324e-01	0	0	2.288630e+00	5.152499e+00	SLC6A6;VTN;APOE;NDRG2
MSigDB_Hallmark_2020	UV Response Up	3/158	1.686983e-01	2.725127e-01	0	0	2.162683e+00	3.848805e+00	BSG;IGFBP2;SLC25A4
MSigDB_Hallmark_2020	Pperoxisome	2/104	2.386112e-01	3.605877e-01	0	0	2.184447e+00	3.130137e+00	TTR;SLC25A4
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	3/200	2.661481e-01	3.605877e-01	0	0	1.697970e+00	2.247607e+00	TSC22D1;PLPP3;PHLDA1
MSigDB_Hallmark_2020	Apical Junction	3/200	2.661481e-01	3.605877e-01	0	0	1.697970e+00	2.247607e+00	CLDN5;TGFBI;MYL9
MSigDB_Hallmark_2020	Glycolysis	3/200	2.661481e-01	3.605877e-01	0	0	1.697970e+00	2.247607e+00	IGFBP3;SDC2;TGFBI
MSigDB_Hallmark_2020	heme Metabolism	3/200	2.661481e-01	3.605877e-01	0	0	1.697970e+00	2.247607e+00	BSG;SLC2A1;ABCG2
MSigDB_Hallmark_2020	Hedgehog Signaling	1/36	2.767025e-01	3.631720e-01	0	0	3.175923e+00	4.080465e+00	NRP1
MSigDB_Hallmark_2020	Apical Surface	1/44	3.269932e-01	4.161731e-01	0	0	2.584008e+00	2.888446e+00	HSPB1
MSigDB_Hallmark_2020	Spermatogenesis	2/135	3.409324e-01	4.211517e-01	0	0	1.672656e+00	1.799897e+00	ARL4A;PEBP1
MSigDB_Hallmark_2020	Myc Targets V2	1/58	4.067763e-01	4.881316e-01	0	0	1.947960e+00	1.752174e+00	SLC19A1
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	1/87	5.433545e-01	6.339136e-01	0	0	1.289195e+00	7.864004e-01	PF4
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	1/105	6.118846e-01	6.881117e-01	0	0	1.065093e+00	5.231859e-01	SLC2A1
MSigDB_Hallmark_2020	Bile Acid Metabolism	1/112	6.356818e-01	6.881117e-01	0	0	9.975706e-01	4.519565e-01	TTR
MSigDB_Hallmark_2020	Unfolded Protein Response	1/113	6.389608e-01	6.881117e-01	0	0	9.886136e-01	4.428120e-01	SLC7A5
MSigDB_Hallmark_2020	Fatty Acid Metabolism	1/158	7.597540e-01	7.977417e-01	0	0	7.036427e-01	1.933333e-01	LGALS1
MSigDB_Hallmark_2020	G2-M Checkpoint	1/200	8.358701e-01	8.358701e-01	0	0	5.539495e-01	9.931321e-02	SLC7A5
MSigDB_Hallmark_2020	KRAS Signaling Dn	1/200	8.358701e-01	8.358701e-01	0	0	5.539495e-01	9.931321e-02	IGFBP2
